,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K ,temperature ,humidity,pH,rainfall
44173,Bihar,SITAMARHI,2012,Rabi       ,maize,3934,7691,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437
44179,Bihar,SITAMARHI,2012,Summer     ,maize,3097,17365,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135
44184,Bihar,SITAMARHI,2013,Autumn     ,maize,684,1672,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246
44193,Bihar,SITAMARHI,2013,Rabi       ,maize,3936,19479,84,44,21,21.869274,61.91044947,5.850439831,107.2681929
44199,Bihar,SITAMARHI,2013,Summer     ,maize,405,2004,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794
44203,Bihar,SITAMARHI,2014,Autumn     ,maize,1028,4033,66,44,20,19.0781471,69.02298571,6.740000688,80.72515943
44211,Bihar,SITAMARHI,2014,Rabi       ,maize,4193,13506,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082
44217,Bihar,SITAMARHI,2014,Summer     ,maize,273,1059,79,45,20,23.80546189,59.24537979,5.715208817,89.9622014
44226,Bihar,SIWAN,1997,Kharif     ,maize,15505,41920,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397
44234,Bihar,SIWAN,1997,Rabi       ,maize,5504,14008,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424
44241,Bihar,SIWAN,1997,Summer     ,maize,1907,3858,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055
44259,Bihar,SIWAN,1998,Kharif     ,maize,13560,14837,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571
44269,Bihar,SIWAN,1998,Rabi       ,maize,5991,11940,75,53,18,20.68899915,59.4375337,6.864793607,103.651438
44273,Bihar,SIWAN,1998,Summer     ,maize,1946,2058,81,45,23,19.32666088,68.034493,6.192360003,84.22969177
44292,Bihar,SIWAN,1999,Kharif     ,maize,13209,28842,73,45,21,24.60532218,73.58868502,6.636803223,96.59195302
44301,Bihar,SIWAN,1999,Rabi       ,maize,7031,22802,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792
44309,Bihar,SIWAN,1999,Summer     ,maize,2773,6955,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308
44324,Bihar,SIWAN,2000,Kharif     ,maize,10557,17931,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352
44335,Bihar,SIWAN,2000,Rabi       ,maize,5041,10324,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473
44343,Bihar,SIWAN,2000,Summer     ,maize,3331,7291,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737
44352,Bihar,SIWAN,2001,Autumn     ,maize,12271,20069,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274
44368,Bihar,SIWAN,2001,Rabi       ,maize,4601,12128,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455
44373,Bihar,SIWAN,2001,Summer     ,maize,3454,8117,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467
44380,Bihar,SIWAN,2002,Autumn     ,maize,11212,24101,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033
44394,Bihar,SIWAN,2002,Rabi       ,maize,4507,11317,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615
44400,Bihar,SIWAN,2002,Summer     ,maize,3279,8749,63,42,21,23.26237612,72.33125523,5.798423908,67.10225139
44414,Bihar,SIWAN,2003,Kharif     ,maize,11335,17991,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298
44426,Bihar,SIWAN,2003,Rabi       ,maize,4137,9556,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212
44432,Bihar,SIWAN,2003,Summer     ,maize,3083,12466,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366
44449,Bihar,SIWAN,2004,Kharif     ,maize,11579,15204,60,57,24,18.66116213,61.55327249,6.121294041,75.03247667
44462,Bihar,SIWAN,2004,Rabi       ,maize,4072,9223,71,52,18,25.10787449,55.97732754,5.790770203,78.16077693
44467,Bihar,SIWAN,2004,Summer     ,maize,2504,8371,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144
44488,Bihar,SIWAN,2005,Kharif     ,maize,10434,13584,88,38,15,25.08239719,65.92195844,6.455116637,62.49190812
44501,Bihar,SIWAN,2005,Rabi       ,maize,4514,14860,65,60,22,25.36768364,72.52054555,6.606984086,107.9124111
44507,Bihar,SIWAN,2005,Summer     ,maize,3572,5747,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026
44526,Bihar,SIWAN,2006,Kharif     ,maize,12011,17300,78,58,15,25.00933355,67.816568,6.528631266,62.91359494
44537,Bihar,SIWAN,2006,Rabi       ,maize,4095,15987,92,60,23,18.66746724,71.516474,5.721667141,69.93293255
44543,Bihar,SIWAN,2006,Summer     ,maize,3304,10925,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416
44546,Bihar,SIWAN,2007,Autumn     ,maize,12592,7663,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541
44562,Bihar,SIWAN,2007,Rabi       ,maize,3693,12298,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393
44569,Bihar,SIWAN,2007,Summer     ,maize,4080,7161,87,48,25,18.65396672,61.37879671,6.656730008,93.62039175
44582,Bihar,SIWAN,2008,Autumn     ,maize,8677,3294,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395
44598,Bihar,SIWAN,2008,Rabi       ,maize,4392,8766,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918
44607,Bihar,SIWAN,2008,Summer     ,maize,3433,11228,67,35,22,23.30546753,63.24648023,6.385684214,108.7603001
44616,Bihar,SIWAN,2009,Autumn     ,maize,8675,28438,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597
44632,Bihar,SIWAN,2009,Rabi       ,maize,3719,12559,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389
44638,Bihar,SIWAN,2009,Summer     ,maize,3906,6174,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338
44644,Bihar,SIWAN,2010,Autumn     ,maize,12324,21913,71,54,16,22.61359953,63.69070564,5.749914421,87.75953857
44658,Bihar,SIWAN,2010,Rabi       ,maize,4892,10474,61,44,17,26.10018422,71.57476937,6.931756558,102.2662445
44664,Bihar,SIWAN,2010,Summer     ,maize,3868,10633,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467
44669,Bihar,SIWAN,2011,Autumn     ,maize,9163,22092,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481
44681,Bihar,SIWAN,2011,Rabi       ,maize,3574,14117,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393
44687,Bihar,SIWAN,2011,Summer     ,maize,3541,13241,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694
44691,Bihar,SIWAN,2012,Autumn     ,maize,11651,29282,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703
44706,Bihar,SIWAN,2012,Rabi       ,maize,4928,9925,89,60,19,25.19192419,66.6902901,5.913664501,78.06639649
44712,Bihar,SIWAN,2012,Summer     ,maize,3453,9898,76,44,17,20.41683147,62.5542482,5.855442401,65.27798457
44718,Bihar,SIWAN,2013,Autumn     ,maize,13209,34374,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279
44733,Bihar,SIWAN,2013,Rabi       ,maize,5057,14311,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821
44739,Bihar,SIWAN,2013,Summer     ,maize,1183,5702,90,49,21,24.84016732,68.3584573,6.472523287,74.05474936
44745,Bihar,SIWAN,2014,Autumn     ,maize,12023,30399,62,52,16,22.27526694,58.84015925,6.967057762,63.87020584
44760,Bihar,SIWAN,2014,Rabi       ,maize,4961,9927,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431
44766,Bihar,SIWAN,2014,Summer     ,maize,1171,4170,66,54,21,25.19008683,60.2001687,5.919045532,72.12375573
44775,Bihar,SUPAUL,1997,Kharif     ,maize,2030,5319,63,58,22,18.25405352,55.28220433,6.204747653,63.72358154
44782,Bihar,SUPAUL,1997,Rabi       ,maize,710,2050,70,47,17,24.6129118,70.4162444,6.600827017,104.1626147
44787,Bihar,SUPAUL,1997,Summer     ,maize,5412,8724,61,41,17,25.1420613,65.26185135,6.021902237,76.68456006
44803,Bihar,SUPAUL,1998,Kharif     ,maize,1575,1944,66,53,19,23.09348056,60.1159381,6.033550195,65.49730729
44814,Bihar,SUPAUL,1998,Rabi       ,maize,1151,2650,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484
44818,Bihar,SUPAUL,1998,Summer     ,maize,5693,12136,77,57,21,24.9321581,73.80435276,6.550563823,79.74078719
44837,Bihar,SUPAUL,1999,Kharif     ,maize,2449,5948,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741
44848,Bihar,SUPAUL,1999,Rabi       ,maize,1392,4443,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281
44854,Bihar,SUPAUL,1999,Summer     ,maize,6267,15290,83,45,21,18.83344471,58.75082029,5.716222912,79.7532896
44870,Bihar,SUPAUL,2000,Kharif     ,maize,381,873,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791
44882,Bihar,SUPAUL,2000,Rabi       ,maize,3785,5269,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213
44888,Bihar,SUPAUL,2000,Summer     ,maize,6307,18879,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942
44899,Bihar,SUPAUL,2001,Autumn     ,maize,547,795,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929
44915,Bihar,SUPAUL,2001,Rabi       ,maize,3858,11586,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609
44920,Bihar,SUPAUL,2001,Summer     ,maize,6257,13777,87,54,20,25.61707368,63.4711755,6.576418207,108.8303762
44930,Bihar,SUPAUL,2002,Autumn     ,maize,1408,3388,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188
44946,Bihar,SUPAUL,2002,Rabi       ,maize,5765,16205,63,43,19,18.51816776,55.53128131,6.641906353,90.988051
44951,Bihar,SUPAUL,2002,Summer     ,maize,6392,13970,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039
44970,Bihar,SUPAUL,2003,Kharif     ,maize,1216,3564,64,35,23,23.02038334,61.89472002,5.680361038,63.03843397
44983,Bihar,SUPAUL,2003,Rabi       ,maize,3103,8242,60,46,22,24.89364635,65.61418761,6.625404348,87.9298085
44990,Bihar,SUPAUL,2003,Summer     ,maize,6875,17779,98,44,21,25.77175115,74.089114,6.524478032,107.4931917
45008,Bihar,SUPAUL,2004,Kharif     ,maize,1549,4711,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486
45021,Bihar,SUPAUL,2004,Rabi       ,maize,3447,15584,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385
45028,Bihar,SUPAUL,2004,Summer     ,maize,6178,23272,98,35,18,23.79746068,74.82913698,6.252797548,91.76337172
45047,Bihar,SUPAUL,2005,Kharif     ,maize,259,781,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353
45059,Bihar,SUPAUL,2005,Rabi       ,maize,2707,9908,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236
45065,Bihar,SUPAUL,2005,Summer     ,maize,6998,23036,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067
45082,Bihar,SUPAUL,2006,Kharif     ,maize,407,924,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098
45091,Bihar,SUPAUL,2006,Rabi       ,maize,1861,7941,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306
45097,Bihar,SUPAUL,2006,Summer     ,maize,9634,45808,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157
45101,Bihar,SUPAUL,2007,Autumn     ,maize,1632,5508,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357
45116,Bihar,SUPAUL,2007,Rabi       ,maize,3059,11379,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654
45124,Bihar,SUPAUL,2007,Summer     ,maize,8951,19178,74,58,18,20.03728219,56.35606753,6.727303282,109.024141
45136,Bihar,SUPAUL,2008,Autumn     ,maize,4644,15115,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207
45151,Bihar,SUPAUL,2008,Rabi       ,maize,1490,8301,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307
45159,Bihar,SUPAUL,2008,Summer     ,maize,9489,32069,99,36,20,20.57981887,65.34583901,6.671085817,78.34604471
45166,Bihar,SUPAUL,2009,Autumn     ,maize,707,1909,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858
45178,Bihar,SUPAUL,2009,Rabi       ,maize,1132,4070,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892
45184,Bihar,SUPAUL,2009,Summer     ,maize,8561,37310,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437
45188,Bihar,SUPAUL,2010,Autumn     ,maize,1761,4458,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135
45202,Bihar,SUPAUL,2010,Rabi       ,maize,3139,14063,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246
45208,Bihar,SUPAUL,2010,Summer     ,maize,7406,42040,84,44,21,21.869274,61.91044947,5.850439831,107.2681929
45213,Bihar,SUPAUL,2011,Autumn     ,maize,2446,9826,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794
45228,Bihar,SUPAUL,2011,Rabi       ,maize,2628,15261,66,44,20,19.0781471,69.02298571,6.740000688,80.72515943
45234,Bihar,SUPAUL,2011,Summer     ,maize,7217,27041,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082
45238,Bihar,SUPAUL,2012,Autumn     ,maize,2446,14331,79,45,20,23.80546189,59.24537979,5.715208817,89.9622014
45254,Bihar,SUPAUL,2012,Rabi       ,maize,2628,8575,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397
45260,Bihar,SUPAUL,2012,Summer     ,maize,7217,49242,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424
45264,Bihar,SUPAUL,2013,Autumn     ,maize,2647,10122,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055
45281,Bihar,SUPAUL,2013,Rabi       ,maize,3474,20163,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571
45287,Bihar,SUPAUL,2013,Summer     ,maize,9096,48635,75,53,18,20.68899915,59.4375337,6.864793607,103.651438
45292,Bihar,SUPAUL,2014,Autumn     ,maize,2885,7558,81,45,23,19.32666088,68.034493,6.192360003,84.22969177
45307,Bihar,SUPAUL,2014,Rabi       ,maize,3222,10997,73,45,21,24.60532218,73.58868502,6.636803223,96.59195302
45313,Bihar,SUPAUL,2014,Summer     ,maize,6301,32266,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792
45323,Bihar,VAISHALI,1997,Kharif     ,maize,16283,29418,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308
45331,Bihar,VAISHALI,1997,Rabi       ,maize,5875,9970,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352
45337,Bihar,VAISHALI,1997,Summer     ,maize,10366,21151,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473
45355,Bihar,VAISHALI,1998,Kharif     ,maize,17833,22215,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737
45365,Bihar,VAISHALI,1998,Rabi       ,maize,6466,16275,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274
45369,Bihar,VAISHALI,1998,Summer     ,maize,10312,19857,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455
45386,Bihar,VAISHALI,1999,Kharif     ,maize,14119,32006,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467
45396,Bihar,VAISHALI,1999,Rabi       ,maize,4508,9593,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033
45403,Bihar,VAISHALI,1999,Summer     ,maize,9473,20867,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615
45419,Bihar,VAISHALI,2000,Kharif     ,maize,14746,30661,63,42,21,23.26237612,72.33125523,5.798423908,67.10225139
45433,Bihar,VAISHALI,2000,Rabi       ,maize,6606,12849,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298
45440,Bihar,VAISHALI,2000,Summer     ,maize,9789,26479,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212
45452,Bihar,VAISHALI,2001,Autumn     ,maize,15488,14347,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366
45469,Bihar,VAISHALI,2001,Rabi       ,maize,5360,18642,60,57,24,18.66116213,61.55327249,6.121294041,75.03247667
45475,Bihar,VAISHALI,2001,Summer     ,maize,6421,16387,71,52,18,25.10787449,55.97732754,5.790770203,78.16077693
45487,Bihar,VAISHALI,2002,Autumn     ,maize,16539,30809,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144
45502,Bihar,VAISHALI,2002,Rabi       ,maize,5677,16282,88,38,15,25.08239719,65.92195844,6.455116637,62.49190812
45509,Bihar,VAISHALI,2002,Summer     ,maize,12105,48981,65,60,22,25.36768364,72.52054555,6.606984086,107.9124111
45527,Bihar,VAISHALI,2003,Kharif     ,maize,17352,20587,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026
45539,Bihar,VAISHALI,2003,Rabi       ,maize,6596,19537,78,58,15,25.00933355,67.816568,6.528631266,62.91359494
45545,Bihar,VAISHALI,2003,Summer     ,maize,9394,22231,92,60,23,18.66746724,71.516474,5.721667141,69.93293255
45563,Bihar,VAISHALI,2004,Kharif     ,maize,17206,31763,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416
45575,Bihar,VAISHALI,2004,Rabi       ,maize,6439,21165,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541
45582,Bihar,VAISHALI,2004,Summer     ,maize,9679,28372,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393
45601,Bihar,VAISHALI,2005,Kharif     ,maize,15569,29187,87,48,25,18.65396672,61.37879671,6.656730008,93.62039175
45613,Bihar,VAISHALI,2005,Rabi       ,maize,7865,21983,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395
45619,Bihar,VAISHALI,2005,Summer     ,maize,9762,26486,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918
45639,Bihar,VAISHALI,2006,Kharif     ,maize,15801,23768,67,35,22,23.30546753,63.24648023,6.385684214,108.7603001
45648,Bihar,VAISHALI,2006,Rabi       ,maize,7459,22347,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597
45654,Bihar,VAISHALI,2006,Summer     ,maize,10902,23682,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389
45658,Bihar,VAISHALI,2007,Autumn     ,maize,16313,10327,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338
45676,Bihar,VAISHALI,2007,Rabi       ,maize,5983,19355,71,54,16,22.61359953,63.69070564,5.749914421,87.75953857
45683,Bihar,VAISHALI,2007,Summer     ,maize,11308,35482,61,44,17,26.10018422,71.57476937,6.931756558,102.2662445
45697,Bihar,VAISHALI,2008,Autumn     ,maize,16490,30880,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467
45717,Bihar,VAISHALI,2008,Rabi       ,maize,5946,9906,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481
45725,Bihar,VAISHALI,2008,Summer     ,maize,11503,37870,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393
45734,Bihar,VAISHALI,2009,Autumn     ,maize,15501,26394,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694
45747,Bihar,VAISHALI,2009,Rabi       ,maize,7145,21542,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703
45754,Bihar,VAISHALI,2009,Summer     ,maize,10677,31034,89,60,19,25.19192419,66.6902901,5.913664501,78.06639649
45760,Bihar,VAISHALI,2010,Autumn     ,maize,14802,29374,76,44,17,20.41683147,62.5542482,5.855442401,65.27798457
45773,Bihar,VAISHALI,2010,Rabi       ,maize,6633,15515,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279
45780,Bihar,VAISHALI,2010,Summer     ,maize,11235,30858,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821
45786,Bihar,VAISHALI,2011,Autumn     ,maize,13082,20653,90,49,21,24.84016732,68.3584573,6.472523287,74.05474936
45800,Bihar,VAISHALI,2011,Rabi       ,maize,7537,28332,62,52,16,22.27526694,58.84015925,6.967057762,63.87020584
45807,Bihar,VAISHALI,2011,Summer     ,maize,11371,46909,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431
45812,Bihar,VAISHALI,2012,Autumn     ,maize,14160,44684,66,54,21,25.19008683,60.2001687,5.919045532,72.12375573
45825,Bihar,VAISHALI,2012,Rabi       ,maize,7128,13935,63,58,22,18.25405352,55.28220433,6.204747653,63.72358154
45831,Bihar,VAISHALI,2012,Summer     ,maize,11371,64461,70,47,17,24.6129118,70.4162444,6.600827017,104.1626147
45837,Bihar,VAISHALI,2013,Autumn     ,maize,15665,56977,61,41,17,25.1420613,65.26185135,6.021902237,76.68456006
45850,Bihar,VAISHALI,2013,Rabi       ,maize,5946,24801,66,53,19,23.09348056,60.1159381,6.033550195,65.49730729
45856,Bihar,VAISHALI,2013,Summer     ,maize,11247,60470,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484
45862,Bihar,VAISHALI,2014,Autumn     ,maize,14063,54235,77,57,21,24.9321581,73.80435276,6.550563823,79.74078719
45877,Bihar,VAISHALI,2014,Rabi       ,maize,6555,31785,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741
45884,Bihar,VAISHALI,2014,Summer     ,maize,11707,45431,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281
45891,Chandigarh,CHANDIGARH,1998,Kharif     ,maize,380,1330,83,45,21,18.83344471,58.75082029,5.716222912,79.7532896
45902,Chandigarh,CHANDIGARH,1999,Kharif     ,maize,325,810,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791
45913,Chandigarh,CHANDIGARH,2000,Kharif     ,maize,200,500,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213
45923,Chandigarh,CHANDIGARH,2001,Kharif     ,maize,200,450,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942
45932,Chandigarh,CHANDIGARH,2002,Kharif     ,maize,200,450,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929
45940,Chandigarh,CHANDIGARH,2003,Kharif     ,maize,100,200,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609
45945,Chandigarh,CHANDIGARH,2004,Kharif     ,maize,60,120,87,54,20,25.61707368,63.4711755,6.576418207,108.8303762
45950,Chandigarh,CHANDIGARH,2005,Kharif     ,maize,20,40,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188
45955,Chandigarh,CHANDIGARH,2006,Kharif     ,maize,20,40,63,43,19,18.51816776,55.53128131,6.641906353,90.988051
45960,Chandigarh,CHANDIGARH,2007,Kharif     ,maize,20,40,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039
45965,Chandigarh,CHANDIGARH,2008,Kharif     ,maize,60,125,64,35,23,23.02038334,61.89472002,5.680361038,63.03843397
45970,Chandigarh,CHANDIGARH,2009,Kharif     ,maize,30,65,60,46,22,24.89364635,65.61418761,6.625404348,87.9298085
45975,Chandigarh,CHANDIGARH,2010,Kharif     ,maize,25,55,98,44,21,25.77175115,74.089114,6.524478032,107.4931917
45983,Chhattisgarh,BALOD,2011,Kharif     ,maize,125,149,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486
46018,Chhattisgarh,BALOD,2012,Kharif     ,maize,121,170,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385
46051,Chhattisgarh,BALOD,2013,Kharif     ,maize,258,415,98,35,18,23.79746068,74.82913698,6.252797548,91.76337172
46084,Chhattisgarh,BALOD,2014,Kharif     ,maize,259,315,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353
